item,group,test,tier,seeds,verdicts,fired,bins,bins_unhit,unhit_list,witness_bins,witness_marked,hold,carve,status
TP-CMP-047,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,71,49,CG-CMP-006.cp_ret_align.odd (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r10_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r10_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r10_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r10_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r11_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r11_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r11_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r11_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r12_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r12_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r12_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r12_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r13_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r13_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r13_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r13_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r14_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r14_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r14_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r14_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r15_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r15_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r15_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r15_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r4_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r4_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r4_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r5_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r5_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r5_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r5_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r6_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r6_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r6_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r6_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r7_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r7_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r7_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r7_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r8_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r8_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r8_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r8_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r9_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r9_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r9_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popret_r9_s3 (bins_not_hit); CG-CMP-006.cr_ret_align.cm_popret_odd (bins_not_hit),0,no,,,UNHIT (49 of 71 bins)
TP-CMP-048,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,71,50,CG-CMP-006.cp_ret_align.odd (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r10_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r10_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r10_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r10_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r11_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r11_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r11_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r11_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r12_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r12_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r12_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r12_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r13_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r13_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r13_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r13_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r14_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r14_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r14_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r14_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r15_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r15_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r15_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r15_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r4_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r4_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r4_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r4_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r5_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r5_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r5_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r5_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r6_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r6_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r6_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r6_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r7_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r7_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r7_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r7_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r8_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r8_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r8_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r8_s3 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r9_s0 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r9_s1 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r9_s2 (bins_not_hit); CG-CMP-006.cr_insn_rlist_spimm.cm_popretz_r9_s3 (bins_not_hit); CG-CMP-006.cr_ret_align.cm_popretz_odd (bins_not_hit),0,no,,,UNHIT (50 of 71 bins)
TP-CMP-049,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,8,3,CG-CMP-009.cp_hazard.popret_ra_deferred (bins_not_hit); CG-CMP-009.cr_hazard_delay.popret_ra_deferred_long (bins_not_hit); CG-CMP-009.cr_hazard_delay.popret_ra_deferred_short (bins_not_hit),0,no,,,UNHIT (3 of 8 bins)
TP-CMP-050,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,76,0,,0,no,,,CREDITED
TP-CMP-052,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,81,0,,0,no,,,CREDITED
TP-CMP-053,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,8,0,,0,no,,,CREDITED
TP-CMP-055,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,3,0,,0,no,,,CREDITED
TP-CMP-066,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,36,16,CG-CMP-006.cr_insn_delay.cm_pop_long (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_pop_min1 (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_pop_mixed (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_pop_short (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popret_long (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popret_min1 (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popret_mixed (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popret_short (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popretz_long (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popretz_min1 (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popretz_mixed (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_popretz_short (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_long (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_min1 (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_mixed (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_short (bins_not_hit),0,no,,,UNHIT (16 of 36 bins)
TP-CMP-068,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,none,10,6,CG-CMP-006.cp_sp_wrap.pop_above_max (not declared); CG-CMP-006.cp_sp_wrap.push_below_zero (not declared); CG-CMP-006.cr_insn_wrap.pop_above_max (not declared); CG-CMP-006.cr_insn_wrap.popret_above_max (not declared); CG-CMP-006.cr_insn_wrap.popretz_above_max (not declared); CG-CMP-006.cr_insn_wrap.push_below_zero (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-CMP-069,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,39,20,CG-CMP-007.cr_insn_hazard.cm_mvsa01_load_prev (bins_not_hit); CG-CMP-009.cp_rlist_class.r15 (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_pushed_reg_then_push_long (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_pushed_reg_then_push_min1 (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_pushed_reg_then_push_short (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_then_mva01s_long (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_then_mva01s_min1 (bins_not_hit); CG-CMP-009.cr_hazard_delay.load_then_mva01s_short (bins_not_hit); CG-CMP-009.cr_hazard_delay.store_same_slot_then_pop_long (bins_not_hit); CG-CMP-009.cr_hazard_delay.store_same_slot_then_pop_min1 (bins_not_hit); CG-CMP-009.cr_hazard_delay.store_same_slot_then_pop_short (bins_not_hit); CG-CMP-009.cr_hazard_delay.write_pushed_reg_then_push_long (bins_not_hit); CG-CMP-009.cr_hazard_delay.write_pushed_reg_then_push_min1 (bins_not_hit); CG-CMP-009.cr_hazard_delay.write_pushed_reg_then_push_short (bins_not_hit); CG-CMP-009.cr_hazard_rlist.load_pushed_reg_then_push_r15 (bins_not_hit); CG-CMP-009.cr_hazard_rlist.load_pushed_reg_then_push_r4 (bins_not_hit); CG-CMP-009.cr_hazard_rlist.store_same_slot_then_pop_r15 (bins_not_hit); CG-CMP-009.cr_hazard_rlist.store_same_slot_then_pop_r4 (bins_not_hit); CG-CMP-009.cr_hazard_rlist.write_pushed_reg_then_push_r15 (bins_not_hit); CG-CMP-009.cr_hazard_rlist.write_pushed_reg_then_push_r4 (bins_not_hit),0,no,,,UNHIT (20 of 39 bins)
TP-CMP-073,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,22,10,CG-CMP-009.cr_ft_kind.popret_ft_cm_cm_mva01s (bins_not_hit); CG-CMP-009.cr_ft_kind.popret_ft_cm_cm_mvsa01 (bins_not_hit); CG-CMP-009.cr_ft_kind.popret_ft_cm_cm_pop (bins_not_hit); CG-CMP-009.cr_ft_kind.popret_ft_cm_cm_popret (bins_not_hit); CG-CMP-009.cr_ft_kind.popret_ft_cm_cm_popretz (bins_not_hit); CG-CMP-009.cr_ft_kind.popretz_ft_cm_cm_mva01s (bins_not_hit); CG-CMP-009.cr_ft_kind.popretz_ft_cm_cm_mvsa01 (bins_not_hit); CG-CMP-009.cr_ft_kind.popretz_ft_cm_cm_popret (bins_not_hit); CG-CMP-009.cr_ft_kind.popretz_ft_cm_cm_popretz (bins_not_hit); CG-CMP-009.cr_ft_kind.popretz_ft_cm_cm_push (bins_not_hit),0,no,,,UNHIT (10 of 22 bins)
TP-CSR-001,gen_csr_access,gen_test_csr_access,smoke,3,PASS,yes,29,29,CG-CSR-001.cp_aclass.rw_m (not declared); CG-CSR-001.cp_iclass.none (not declared); CG-CSR-001.cp_op.csrrc (not declared); CG-CSR-001.cp_op.csrrci (not declared); CG-CSR-001.cp_op.csrrs (not declared); CG-CSR-001.cp_op.csrrsi (not declared); CG-CSR-001.cp_op.csrrw (not declared); CG-CSR-001.cp_op.csrrwi (not declared); CG-CSR-001.cp_priv.m (not declared); CG-CSR-001.cp_rd.nonx0 (not declared); CG-CSR-001.cr_iclass_priv.none_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrw_rdnz_rw_m (not declared); CG-CSR-003.cp_csr.mscratch (not declared); CG-CSR-003.cp_csr.mtval (not declared); CG-CSR-003.cp_op.csrrc (not declared); CG-CSR-003.cp_op.csrrci (not declared); CG-CSR-003.cp_op.csrrs (not declared); CG-CSR-003.cp_op.csrrsi (not declared); CG-CSR-003.cp_op.csrrw (not declared); CG-CSR-003.cp_op.csrrwi (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrc (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrci (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrs (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrsi (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrw (not declared); CG-CSR-003.cr_csr_op.mscratch_csrrwi (not declared); CG-CSR-003.cr_csr_op.mtval_csrrc (not declared); CG-CSR-003.cr_csr_op.mtval_csrrs (not declared); CG-CSR-003.cr_csr_op.mtval_csrrw (not declared),0,no,,,UNHIT (29 of 29 bins)
TP-CSR-002,gen_csr_access,gen_test_csr_access,smoke,3,PASS,yes,21,20,CG-CSR-001.cp_aclass.rw_m (not declared); CG-CSR-001.cp_op.csrrc (not declared); CG-CSR-001.cp_op.csrrci (not declared); CG-CSR-001.cp_op.csrrs (not declared); CG-CSR-001.cp_op.csrrsi (not declared); CG-CSR-001.cp_rs1.zero (not declared); CG-CSR-001.cr_rd_x0_write.csrrc_rdx0_rw_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrci_rdx0_rw_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrs_rdx0_rw_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrsi_rdx0_rw_m (not declared); CG-CSR-010.cp_gap.g1 (not declared); CG-CSR-010.cp_op.csrrc (not declared); CG-CSR-010.cp_op.csrrci (not declared); CG-CSR-010.cp_op.csrrs (not declared); CG-CSR-010.cp_op.csrrsi (not declared); CG-CSR-010.cp_rs1.zero (not declared); CG-CSR-010.cr_op_form_gap.csrrc_x0_g1 (not declared); CG-CSR-010.cr_op_form_gap.csrrci_0_g1 (not declared); CG-CSR-010.cr_op_form_gap.csrrs_x0_g1 (not declared); CG-CSR-010.cr_op_form_gap.csrrsi_0_g1 (not declared),0,no,,,UNHIT (20 of 21 bins)
TP-CSR-003,gen_csr_access,gen_test_csr_access,smoke,3,PASS,yes,19,14,CG-CSR-001.cp_aclass.rw_m (not declared); CG-CSR-001.cp_op.csrrw (not declared); CG-CSR-001.cp_op.csrrwi (not declared); CG-CSR-001.cr_rd_x0_write.csrrw_rdx0_rw_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrwi_rdx0_rw_m (not declared); CG-CSR-003.cp_csr.mscratch (not declared); CG-CSR-003.cp_csr.mtval (not declared); CG-CSR-003.cr_csr_wpat.mscratch_all0 (not declared); CG-CSR-003.cr_csr_wpat.mtval_all0 (not declared); CG-CSR-012.cp_fam.other_flush (not declared); CG-CSR-012.cp_op.csrrw (not declared); CG-CSR-012.cp_op.csrrwi (not declared); CG-CSR-012.cr_fam_op.other_csrrw (not declared); CG-CSR-012.cr_fam_op.other_csrrwi (not declared),0,no,,,UNHIT (14 of 19 bins)
TP-CSR-004,gen_csr_access,gen_test_csr_access,smoke,3,PASS,yes,15,13,CG-CSR-001.cp_aclass.pmp (not declared); CG-CSR-001.cp_aclass.rw_m (not declared); CG-CSR-001.cp_aclass.wi_m (not declared); CG-CSR-001.cp_op.csrrw (not declared); CG-CSR-001.cp_op.csrrwi (not declared); CG-CSR-001.cp_priv.m (not declared); CG-CSR-001.cp_trap.ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_pmp_ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_rw_m_ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_wi_m_ok (not declared); CG-CSR-001.cr_rd_x0_write.csrrw_rdx0_rw_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrw_rdx0_wi_m (not declared); CG-CSR-001.cr_rd_x0_write.csrrwi_rdx0_rw_m (not declared),0,no,,,UNHIT (13 of 15 bins)
TP-CSR-005,gen_csr_access,gen_test_csr_access,targeted,3,PASS,none,3,3,CG-CSR-001.cp_op.f3_100 (not declared); CG-CSR-001.cp_trap.trap (not declared); CG-CSR-001.cr_f3_100.f3_100_trap (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-CSR-012,gen_csr_access,gen_test_csr_access,smoke,3,PASS,yes,21,21,CG-CSR-001.cp_aclass.alias_impl (not declared); CG-CSR-001.cp_aclass.alias_unimpl (not declared); CG-CSR-001.cp_aclass.info_ro (not declared); CG-CSR-001.cp_op.csrrc (not declared); CG-CSR-001.cp_op.csrrci (not declared); CG-CSR-001.cp_op.csrrs (not declared); CG-CSR-001.cp_op.csrrsi (not declared); CG-CSR-001.cp_priv.m (not declared); CG-CSR-001.cp_rs1.zero (not declared); CG-CSR-001.cp_trap.ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_alias_impl_ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_alias_unimpl_ok (not declared); CG-CSR-001.cr_priv_aclass_trap.m_info_ro_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrc_x0_alias_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrc_x0_info_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrci_0_alias_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrci_0_info_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrs_x0_alias_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrs_x0_info_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrsi_0_alias_ok (not declared); CG-CSR-001.cr_rs1zero_ro.csrrsi_0_info_ok (not declared),0,no,,,UNHIT (21 of 21 bins)
TP-CSR-023,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,36,0,,0,no,,,CREDITED
TP-CSR-024,gen_csr_trap_setup,gen_test_csr_trap_setup,targeted,3,PASS,yes,24,9,CG-PRV-001.cp_from.m (not declared); CG-PRV-001.cp_from.u (not declared); CG-PRV-001.cp_to.m (not declared); CG-PRV-001.cp_to.u (not declared); CG-PRV-001.cp_via.ecall (not declared); CG-PRV-001.cp_via.mret (not declared); CG-PRV-001.cr_trans.m_m_mret (not declared); CG-PRV-001.cr_trans.m_u_mret (not declared); CG-PRV-001.cr_trans.u_m_ecall (not declared),0,no,,,UNHIT (9 of 24 bins)
TP-CSR-025,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-CSR-027,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,22,1,CG-CSR-002.cr_csr_op.mstatush_csrrsi (bins_not_hit),0,no,,,UNHIT (1 of 22 bins)
TP-CSR-028,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,34,3,CG-CSR-002.cr_csr_wpat.menvcfg_all1 (bins_not_hit); CG-CSR-002.cr_csr_wpat.menvcfg_msb (bins_not_hit); CG-CSR-002.cr_csr_wpat.menvcfgh_msb (bins_not_hit),0,no,,,UNHIT (3 of 34 bins)
TP-CSR-029,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,37,1,CG-CSR-002.cr_csr_wpat.mie_msb (bins_not_hit),1,no,,,UNHIT (1 of 37 bins)
TP-CSR-030,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,8,0,,0,no,,,CREDITED
TP-CSR-035,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,37,9,CG-PRV-008.cp_base.sw_high (not declared); CG-PRV-008.cp_base.sw_low (not declared); CG-PRV-008.cp_cause.exc (not declared); CG-PRV-008.cp_cause.irq_fast (not declared); CG-PRV-008.cp_cause.irq_sw (not declared); CG-PRV-008.cr_base_cause.high_exc (not declared); CG-PRV-008.cr_base_cause.high_irq_fast (not declared); CG-PRV-008.cr_base_cause.low_exc (not declared); CG-PRV-008.cr_base_cause.low_irq_sw (not declared),0,no,,,UNHIT (9 of 37 bins)
TP-CSR-036,gen_csr_trap_setup,gen_test_csr_trap_setup,smoke,3,PASS,yes,23,0,,0,no,,,CREDITED
TP-CSR-037,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,12,12,CG-CSR-016.cp_boot_lo.nonzero; CG-CSR-016.cp_boot_lo.zero; CG-CSR-016.cp_csr.mtvec; CG-CSR-016.cp_when.early; CG-CSR-016.cp_when.first_insn; CG-CSR-016.cr_mtvec_first.mtvec_early_nonzero; CG-CSR-016.cr_mtvec_first.mtvec_early_zero; CG-CSR-016.cr_mtvec_first.mtvec_first_nonzero; CG-CSR-016.cr_mtvec_first.mtvec_first_zero; CG-PRV-008.cp_base.boot_page; CG-PRV-008.cp_cause.exc; CG-PRV-008.cr_base_cause.boot_exc,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-CSR-105,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,19,19,CG-CSR-016.cp_csr.marchid; CG-CSR-016.cp_csr.mconfigptr; CG-CSR-016.cp_csr.mcounteren; CG-CSR-016.cp_csr.menvcfg; CG-CSR-016.cp_csr.menvcfgh; CG-CSR-016.cp_csr.mhartid; CG-CSR-016.cp_csr.mie; CG-CSR-016.cp_csr.mimpid; CG-CSR-016.cp_csr.misa; CG-CSR-016.cp_csr.mstatus; CG-CSR-016.cp_csr.mstatush; CG-CSR-016.cp_csr.mtvec; CG-CSR-016.cp_csr.mvendorid; CG-CSR-016.cp_dbg.nondbg; CG-CSR-016.cp_when.early; CG-CSR-016.cp_when.first_insn; CG-CSR-016.cr_first_csr.mie_first; CG-CSR-016.cr_first_csr.misa_first; CG-CSR-016.cr_first_csr.mstatus_first,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-CSR-106,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,5,5,CG-CSR-016.cp_csr.mcause; CG-CSR-016.cp_csr.mepc; CG-CSR-016.cp_csr.mip; CG-CSR-016.cp_csr.mscratch; CG-CSR-016.cp_csr.mtval,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-CSR-107,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,15,15,CG-CSR-016.cp_csr.cycle_alias; CG-CSR-016.cp_csr.hpm; CG-CSR-016.cp_csr.hpm_alias; CG-CSR-016.cp_csr.hpm_unimpl; CG-CSR-016.cp_csr.hpmh; CG-CSR-016.cp_csr.instret_alias; CG-CSR-016.cp_csr.mcountinhibit; CG-CSR-016.cp_csr.mcycle; CG-CSR-016.cp_csr.mcycleh; CG-CSR-016.cp_csr.mhpmevent; CG-CSR-016.cp_csr.mhpmevent_unimpl; CG-CSR-016.cp_csr.minstret; CG-CSR-016.cp_csr.minstreth; CG-CSR-016.cr_first_csr.mcycle_first; CG-CSR-016.cr_first_csr.minstret_first,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-CSR-108,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,20,20,CG-CSR-007.cp_csr.dcsr; CG-CSR-007.cp_dbg.dbg; CG-CSR-007.cp_trap.ok; CG-CSR-007.cr_csr_dbg_trap.dcsr_dbg_ok; CG-CSR-008.cp_csr.tdata1; CG-CSR-008.cp_dbg.nondbg; CG-CSR-008.cp_form.rd_only; CG-CSR-008.cr_csr_dbg_form.tdata1_nondbg_rd; CG-CSR-016.cp_csr.dcsr; CG-CSR-016.cp_csr.dpc; CG-CSR-016.cp_csr.dscratch0; CG-CSR-016.cp_csr.dscratch1; CG-CSR-016.cp_csr.tdata1; CG-CSR-016.cp_csr.tdata2; CG-CSR-016.cp_csr.tselect; CG-CSR-016.cp_dbg.dbg; CG-CSR-016.cr_dbg_reset.dcsr_dbg; CG-CSR-016.cr_dbg_reset.dpc_dbg; CG-CSR-016.cr_dbg_reset.dscratch0_dbg; CG-CSR-016.cr_dbg_reset.dscratch1_dbg,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
